	i	j	t
160615	138	280	6046
160616	138	280	6110
160617	138	280	6145
160618	138	280	6497
160619	138	280	6624
160620	173	274	45
160621	173	274	150
160622	173	274	153
160623	173	274	176
160624	173	274	299
160625	173	274	371
160626	173	274	410
160627	173	274	478
160628	173	274	826
160629	173	274	1015
160630	173	274	1062
160631	173	274	1121
160632	173	274	1169
160633	173	274	1593
160634	173	274	1947
160635	173	274	2195
160636	173	274	2289
160637	173	274	2476
160638	173	274	2743
160639	173	274	2901
160640	173	274	3344
160641	173	274	3635
160642	173	274	4117
160643	173	274	4202
160644	173	274	4501
160645	173	274	4542
160646	173	274	4583
160647	173	274	4595
160648	173	274	4796
160649	173	274	5016
160650	173	274	5217
160651	173	274	5223
160652	173	274	5369
160653	173	274	5803
160654	173	274	5979
160655	173	274	6091
160656	173	274	6132
160657	173	274	6138
160658	173	274	6294
160659	173	274	6505
160660	173	274	6722
160661	234	300	36
160662	234	300	36
160663	234	300	153
160664	234	300	386
160665	234	300	760
160666	234	300	1020
160667	234	300	1166
160668	234	300	1423
160669	234	300	1583
160670	234	300	1841
160671	234	300	2076
160672	234	300	2330
160673	234	300	2711
160674	234	300	2835
160675	234	300	2891
160676	234	300	2896
160677	234	300	2924
160678	234	300	3033
160679	234	300	3113
160680	234	300	3400
160681	234	300	3457
160682	234	300	3537
160683	234	300	3542
160684	234	300	4031
160685	234	300	4140
160686	234	300	4447
160687	234	300	4534
160688	234	300	4537
160689	234	300	4844
160690	234	300	5216
160691	234	300	5275
160692	234	300	5396
160693	234	300	5466
160694	234	300	5554
160695	234	300	5654
160696	234	300	6116
160697	234	300	6126
160698	234	300	6329
160699	234	300	6377
160700	234	300	6458
160701	234	300	6587
160702	234	300	6660
160703	116	193	114
160704	116	193	435
160705	116	193	437
160706	116	193	492
160707	116	193	495
160708	116	193	775
160709	116	193	777
160710	116	193	900
160711	116	193	1138
160712	116	193	1251
160713	116	193	1263
160714	116	193	1266
160715	116	193	1283
160716	116	193	1396
160717	116	193	1680
160718	116	193	1848
160719	116	193	1955
160720	116	193	2161
160721	116	193	2399
160722	116	193	2678
160723	116	193	2707
160724	116	193	3241
160725	116	193	3422
160726	116	193	3682
160727	116	193	3710
160728	116	193	4334
160729	116	193	4367
160730	116	193	4502
160731	116	193	4569
160732	116	193	4578
160733	116	193	4766
160734	116	193	5278
160735	116	193	5467
160736	116	193	5900
160737	116	193	6057
160738	116	193	6090
160739	116	193	6140
160740	116	193	6140
160741	116	193	6154
160742	116	193	6183
160743	116	193	6411
160744	116	193	6427
160745	116	193	6698
160746	116	193	7035
160747	116	193	7231
160748	116	193	7297
160749	95	320	397
160750	95	320	1293
160751	95	320	1561
160752	95	320	1698
160753	95	320	1971
160754	95	320	2180
160755	95	320	2396
160756	95	320	2892
160757	95	320	3047
160758	95	320	3266
160759	95	320	3344
160760	95	320	3540
160761	95	320	3642
160762	95	320	4443
160763	95	320	4763
160764	95	320	5210
160765	95	320	5680
160766	95	320	5867
160767	95	320	5875
160768	95	320	6106
160769	95	320	7008
160770	95	320	7194
160771	11	280	26
160772	11	280	376
160773	11	280	422
160774	11	280	456
160775	11	280	784
160776	11	280	980
160777	11	280	1078
160778	11	280	1274
160779	11	280	1664
160780	11	280	1698
160781	11	280	1740
160782	11	280	1842
160783	11	280	1917
160784	11	280	1971
160785	11	280	2365
160786	11	280	2393
160787	11	280	2519
160788	11	280	2763
160789	11	280	2850
160790	11	280	2932
160791	11	280	2936
160792	11	280	3055
160793	11	280	3260
160794	11	280	3635
160795	11	280	4014
160796	11	280	4051
160797	11	280	4169
160798	11	280	4471
160799	11	280	5167
160800	11	280	5209
160801	11	280	5253
160802	11	280	5269
160803	11	280	5833
160804	11	280	5908
160805	11	280	6758
160806	11	280	6886
160807	11	280	7216
160808	134	168	272
160809	134	168	291
160810	134	168	399
160811	134	168	537
160812	134	168	914
160813	134	168	1056
160814	134	168	1284
160815	134	168	1288
160816	134	168	1417
160817	134	168	1608
160818	134	168	1814
160819	134	168	1943
160820	134	168	1945
160821	134	168	2019
160822	134	168	2338
160823	134	168	2540
160824	134	168	2617
160825	134	168	2630
160826	134	168	2947
160827	134	168	3019
160828	134	168	3110
160829	134	168	3300
160830	134	168	3589
160831	134	168	4147
160832	134	168	4343
160833	134	168	4416
160834	134	168	4514
160835	134	168	4594
160836	134	168	5526
160837	134	168	5813
160838	134	168	6405
160839	134	168	6886
160840	101	103	215
160841	101	103	414
160842	101	103	551
160843	101	103	581
160844	101	103	593
160845	101	103	700
160846	101	103	1132
160847	101	103	1311
160848	101	103	1328
160849	101	103	1827
160850	101	103	2064
160851	101	103	2204
160852	101	103	2405
160853	101	103	2830
160854	101	103	2905
160855	101	103	2964
160856	101	103	3051
160857	101	103	3057
160858	101	103	3862
160859	101	103	4012
160860	101	103	4014
160861	101	103	4222
160862	101	103	4497
160863	101	103	4520
160864	101	103	4784
160865	101	103	4882
160866	101	103	5453
160867	101	103	5939
160868	101	103	5969
160869	101	103	5973
160870	101	103	6023
160871	101	103	6129
160872	101	103	6162
160873	101	103	6165
160874	101	103	6271
160875	101	103	6322
160876	101	103	6511
160877	271	280	51
160878	271	280	55
160879	271	280	523
160880	271	280	577
160881	271	280	757
160882	271	280	880
160883	271	280	1067
160884	271	280	1660
160885	271	280	1767
160886	271	280	1882
160887	271	280	2018
160888	271	280	2332
160889	271	280	2378
160890	271	280	2663
160891	271	280	3057
160892	271	280	3105
160893	271	280	3129
160894	271	280	4208
160895	271	280	4303
160896	271	280	4318
160897	271	280	4318
160898	271	280	4329
160899	271	280	4390
160900	271	280	4495
160901	271	280	4549
160902	271	280	4882
160903	271	280	4905
160904	271	280	5064
160905	271	280	5223
160906	271	280	5869
160907	271	280	5893
160908	271	280	6037
160909	271	280	6136
160910	271	280	6217
160911	271	280	6302
160912	271	280	6340
160913	271	280	6666
160914	271	280	7283
160915	60	116	252
160916	60	116	383
160917	60	116	445
160918	60	116	517
160919	60	116	968
160920	60	116	1105
160921	60	116	1111
160922	60	116	1442
160923	60	116	1449
160924	60	116	1470
160925	60	116	1801
160926	60	116	1979
160927	60	116	2007
160928	60	116	2014
160929	60	116	2213
160930	60	116	2610
160931	60	116	2946
160932	60	116	3135
160933	60	116	3157
160934	60	116	3205
160935	60	116	3394
160936	60	116	3423
160937	60	116	3601
160938	60	116	3715
160939	60	116	4013
160940	60	116	4050
160941	60	116	4566
160942	60	116	4595
160943	60	116	5057
160944	60	116	5168
160945	60	116	5771
160946	60	116	5998
160947	60	116	6253
160948	60	116	6297
160949	60	116	6324
160950	60	116	6389
160951	60	116	7121
160952	211	248	5
160953	211	248	114
160954	211	248	173
160955	211	248	645
160956	211	248	724
160957	211	248	728
160958	211	248	853
160959	211	248	983
160960	211	248	1297
160961	211	248	1356
160962	211	248	1497
160963	211	248	1501
160964	211	248	1795
160965	211	248	1814
160966	211	248	2875
160967	211	248	3598
160968	211	248	3659
160969	211	248	3866
160970	211	248	4235
160971	211	248	4306
160972	211	248	4885
160973	211	248	4970
160974	211	248	5068
160975	211	248	5182
160976	211	248	5442
160977	211	248	5953
160978	211	248	6396
160979	211	248	6868
160980	211	248	7269
160981	157	300	33
160982	157	300	187
160983	157	300	215
160984	157	300	260
160985	157	300	404
160986	157	300	406
160987	157	300	447
160988	157	300	521
160989	157	300	647
160990	157	300	730
160991	157	300	753
160992	157	300	885
160993	157	300	963
160994	157	300	986
160995	157	300	1061
160996	157	300	1375
160997	157	300	1423
160998	157	300	1540
160999	157	300	1612
161000	157	300	2203
161001	157	300	2653
161002	157	300	3108
161003	157	300	3134
161004	157	300	3221
161005	157	300	3466
161006	157	300	4168
161007	157	300	4618
161008	157	300	4772
161009	157	300	4981
161010	157	300	5574
161011	157	300	6061
161012	157	300	7242
161013	45	60	37
161014	45	60	219
161015	45	60	274
161016	45	60	381
161017	45	60	821
161018	45	60	838
161019	45	60	1019
161020	45	60	1097
161021	45	60	1537
161022	45	60	1663
161023	45	60	1705
161024	45	60	1713
161025	45	60	2063
161026	45	60	2272
161027	45	60	2317
161028	45	60	2532
161029	45	60	2550
161030	45	60	2728
161031	45	60	2873
161032	45	60	2914
161033	45	60	3272
161034	45	60	3465
161035	45	60	3637
161036	45	60	3762
161037	45	60	4530
161038	45	60	4565
161039	45	60	4935
161040	45	60	5640
161041	45	60	5856
161042	45	60	5873
161043	45	60	6119
161044	45	60	6387
161045	45	60	6413
161046	45	60	6445
161047	45	60	6708
161048	45	60	6763
161049	122	246	57
161050	122	246	410
161051	122	246	426
161052	122	246	434
161053	122	246	482
161054	122	246	639
161055	122	246	689
161056	122	246	944
161057	122	246	1149
161058	122	246	1619
161059	122	246	1744
161060	122	246	1839
161061	122	246	1844
161062	122	246	1951
161063	122	246	2046
161064	122	246	2099
161065	122	246	2282
161066	122	246	2430
161067	122	246	2522
161068	122	246	2688
161069	122	246	2806
161070	122	246	2921
161071	122	246	3354
161072	122	246	3421
161073	122	246	3827
161074	122	246	4166
161075	122	246	4489
161076	122	246	4546
161077	122	246	4560
161078	122	246	4597
161079	122	246	5296
161080	122	246	5298
161081	122	246	5322
161082	122	246	5600
161083	122	246	6351
161084	122	246	6612
161085	122	246	6716
161086	122	246	7011
161087	148	287	378
161088	148	287	394
161089	148	287	1782
161090	148	287	1916
161091	148	287	2334
161092	148	287	2892
161093	148	287	2914
161094	148	287	3467
161095	148	287	3813
161096	148	287	4512
161097	148	287	4884
161098	148	287	5250
161099	148	287	5415
161100	148	287	5552
161101	148	287	5563
161102	148	287	5572
161103	148	287	5631
161104	148	287	5759
161105	148	287	6371
161106	148	287	6417
161107	148	287	6425
161108	148	287	6639
161109	148	287	6661
161110	148	287	6820
161111	148	287	7229
161112	148	287	7300
161113	37	125	25
161114	37	125	309
161115	37	125	392
161116	37	125	395
161117	37	125	676
161118	37	125	678
161119	37	125	800
161120	37	125	1108
161121	37	125	1172
161122	37	125	1230
161123	37	125	1728
161124	37	125	2007
161125	37	125	2021
161126	37	125	2271
161127	37	125	2343
161128	37	125	2708
161129	37	125	4192
161130	37	125	4269
161131	37	125	4328
161132	37	125	4493
161133	37	125	4623
161134	37	125	4665
161135	37	125	4699
161136	37	125	4808
161137	37	125	4958
161138	37	125	4995
161139	37	125	5415
161140	37	125	5677
161141	37	125	5947
161142	37	125	6096
161143	37	125	6151
161144	37	125	6156
161145	37	125	6288
161146	37	125	6445
161147	37	125	7095
161148	37	125	7280
161149	157	234	157
161150	157	234	358
161151	157	234	572
161152	157	234	690
161153	157	234	737
161154	157	234	880
161155	157	234	1073
161156	157	234	1321
161157	157	234	1493
161158	157	234	1671
161159	157	234	1817
161160	157	234	2156
161161	157	234	2406
161162	157	234	2540
161163	157	234	2720
161164	157	234	2762
161165	157	234	2805
161166	157	234	2897
161167	157	234	3482
161168	157	234	3812
161169	157	234	4357
161170	157	234	4759
161171	157	234	4844
161172	157	234	5268
161173	157	234	5593
161174	157	234	5901
161175	157	234	6311
161176	157	234	6391
161177	157	234	6418
161178	146	221	154
161179	146	221	203
161180	146	221	346
161181	146	221	661
161182	146	221	742
161183	146	221	854
161184	146	221	914
161185	146	221	1113
161186	146	221	1305
161187	146	221	1622
161188	146	221	2040
161189	146	221	2216
161190	146	221	2477
161191	146	221	2566
161192	146	221	2888
161193	146	221	3275
161194	146	221	3575
161195	146	221	3984
161196	146	221	4159
161197	146	221	4407
161198	146	221	4480
161199	146	221	4534
161200	146	221	4704
161201	146	221	4827
161202	146	221	5390
161203	146	221	5550
161204	146	221	5588
161205	146	221	5879
161206	146	221	5971
161207	146	221	6133
161208	146	221	6314
161209	146	221	6330
161210	146	221	6757
161211	221	236	364
161212	221	236	595
161213	221	236	1151
161214	221	236	1282
161215	221	236	1782
161216	221	236	1946
161217	221	236	1946
161218	221	236	2001
161219	221	236	2680
161220	221	236	2927
161221	221	236	2986
161222	221	236	3231
161223	221	236	3405
161224	221	236	3418
161225	221	236	3570
161226	221	236	4028
161227	221	236	4545
161228	221	236	4836
161229	221	236	5548
161230	221	236	6095
161231	221	236	6246
161232	221	236	6360
161233	221	236	6394
161234	221	236	6499
161235	221	236	6832
161236	126	221	42
161237	126	221	180
161238	126	221	378
161239	126	221	400
161240	126	221	432
161241	126	221	690
161242	126	221	760
161243	126	221	903
161244	126	221	919
161245	126	221	926
161246	126	221	935
161247	126	221	1394
161248	126	221	1916
161249	126	221	1923
161250	126	221	2024
161251	126	221	2056
161252	126	221	2511
161253	126	221	2608
161254	126	221	2620
161255	126	221	2675
161256	126	221	2709
161257	126	221	2797
161258	126	221	2919
161259	126	221	2939
161260	126	221	2959
161261	126	221	3963
161262	126	221	4059
161263	126	221	4620
161264	126	221	4636
161265	126	221	5224
161266	126	221	5336
161267	126	221	5579
161268	126	221	5611
161269	126	221	5856
161270	126	221	5886
161271	126	221	5966
161272	126	221	6053
161273	126	221	6108
161274	126	221	6122
161275	126	221	6310
161276	126	221	6497
161277	126	221	6891
161278	126	221	6895
161279	126	221	7110
161280	126	221	7223
161281	157	296	78
161282	157	296	277
161283	157	296	339
161284	157	296	413
161285	157	296	555
161286	157	296	586
161287	157	296	1165
161288	157	296	1840
161289	157	296	1967
161290	157	296	2055
161291	157	296	2518
161292	157	296	2591
161293	157	296	2736
161294	157	296	2895
161295	157	296	3676
161296	157	296	4392
161297	157	296	5211
161298	157	296	5559
161299	157	296	6121
161300	157	296	6157
161301	157	296	6167
161302	157	296	6589
161303	157	296	6676
161304	157	296	6880
161305	157	296	7046
161306	48	285	425
161307	48	285	444
161308	48	285	759
161309	48	285	853
161310	48	285	926
161311	48	285	1048
161312	48	285	1097
161313	48	285	1793
161314	48	285	1821
161315	48	285	2010
161316	48	285	2736
161317	48	285	2817
161318	48	285	3349
161319	48	285	3396
161320	48	285	3424
161321	48	285	3526
161322	48	285	3635
161323	48	285	4152
161324	48	285	4248
161325	48	285	4376
161326	48	285	5361
161327	48	285	5424
161328	48	285	6103
161329	48	285	6220
161330	48	285	6278
161331	48	285	6298
161332	48	285	6573
161333	48	285	6641
161334	48	285	6773
161335	48	285	6853
161336	48	285	7091
161337	48	285	7253
161338	43	158	27
161339	43	158	121
161340	43	158	305
161341	43	158	528
161342	43	158	786
161343	43	158	937
161344	43	158	1106
161345	43	158	1168
161346	43	158	1460
161347	43	158	1539
161348	43	158	1770
161349	43	158	2149
161350	43	158	2269
161351	43	158	2331
161352	43	158	2334
161353	43	158	2850
161354	43	158	2906
161355	43	158	2928
161356	43	158	3199
161357	43	158	3368
161358	43	158	3559
161359	43	158	4228
161360	43	158	4508
161361	43	158	4520
161362	43	158	4530
161363	43	158	4704
161364	43	158	4723
161365	43	158	4725
161366	43	158	4817
161367	43	158	5035
161368	43	158	6204
161369	43	158	6359
161370	43	158	6415
161371	43	158	6550
161372	43	158	6622
161373	43	53	330
161374	43	53	404
161375	43	53	535
161376	43	53	679
161377	43	53	1258
161378	43	53	1326
161379	43	53	1558
161380	43	53	1609
161381	43	53	1729
161382	43	53	2012
161383	43	53	2179
161384	43	53	2902
161385	43	53	2911
161386	43	53	3377
161387	43	53	3464
161388	43	53	3824
161389	43	53	3987
161390	43	53	4207
161391	43	53	4263
161392	43	53	4544
161393	43	53	4548
161394	43	53	4669
161395	43	53	4804
161396	43	53	5245
161397	43	53	5320
161398	43	53	5436
161399	43	53	5533
161400	43	53	5758
161401	43	53	5819
161402	43	53	6291
161403	43	53	6484
161404	43	53	6487
161405	43	53	6698
161406	43	53	6770
161407	43	53	6842
161408	35	285	434
161409	35	285	546
161410	35	285	589
161411	35	285	699
161412	35	285	755
161413	35	285	811
161414	35	285	1450
161415	35	285	1483
161416	35	285	1846
161417	35	285	1977
161418	35	285	2020
161419	35	285	2025
161420	35	285	2066
161421	35	285	3081
161422	35	285	3370
161423	35	285	4509
161424	35	285	4835
161425	35	285	4859
161426	35	285	5097
161427	35	285	5296
161428	35	285	5663
161429	35	285	6112
161430	35	285	6144
161431	35	285	6692
161432	35	285	6928
161433	211	274	13
161434	211	274	785
161435	211	274	1326
161436	211	274	1663
161437	211	274	1787
161438	211	274	2321
161439	211	274	2400
161440	211	274	3238
161441	211	274	3416
161442	211	274	3571
161443	211	274	3654
161444	211	274	4461
161445	211	274	4906
161446	211	274	5371
161447	211	274	5410
161448	211	274	5420
161449	211	274	6066
161450	211	274	6500
161451	211	274	6598
161452	211	274	6739
161453	119	258	49
161454	119	258	324
161455	119	258	456
161456	119	258	534
161457	119	258	924
161458	119	258	1276
161459	119	258	1357
161460	119	258	1375
161461	119	258	1395
161462	119	258	1507
161463	119	258	1744
161464	119	258	1841
161465	119	258	2114
161466	119	258	2439
161467	119	258	2532
161468	119	258	2913
161469	119	258	2930
161470	119	258	2948
161471	119	258	3355
161472	119	258	3428
161473	119	258	3435
161474	119	258	3671
161475	119	258	4458
161476	119	258	4767
161477	119	258	4963
161478	119	258	5045
161479	119	258	5160
161480	119	258	5505
161481	119	258	5569
161482	119	258	5593
161483	119	258	6194
161484	119	258	6630
161485	35	296	15
161486	35	296	19
161487	35	296	389
161488	35	296	411
161489	35	296	798
161490	35	296	936
161491	35	296	1273
161492	35	296	1276
161493	35	296	1353
161494	35	296	1631
161495	35	296	2395
161496	35	296	2629
161497	35	296	2710
161498	35	296	3242
161499	35	296	3251
161500	35	296	4638
161501	35	296	4709
161502	35	296	4766
161503	35	296	4864
161504	35	296	5176
161505	35	296	5672
161506	35	296	5886
161507	35	296	5931
161508	35	296	6045
161509	35	296	6289
161510	35	296	6496
161511	35	296	7139
161512	161	285	328
161513	161	285	576
161514	161	285	833
161515	161	285	935
161516	161	285	1051
161517	161	285	1179
161518	161	285	1245
161519	161	285	1312
161520	161	285	1371
161521	161	285	1467
161522	161	285	1564
161523	161	285	1580
161524	161	285	1617
161525	161	285	1739
161526	161	285	2023
161527	161	285	2038
161528	161	285	2268
161529	161	285	2336
161530	161	285	2388
161531	161	285	2778
161532	161	285	2842
161533	161	285	2986
161534	161	285	2994
161535	161	285	3125
161536	161	285	3756
161537	161	285	3886
161538	161	285	4340
161539	161	285	5402
161540	161	285	5462
161541	161	285	5660
161542	161	285	5896
161543	161	285	6172
161544	161	285	6409
161545	35	202	3
161546	35	202	34
161547	35	202	57
161548	35	202	109
161549	35	202	416
161550	35	202	417
161551	35	202	425
161552	35	202	653
161553	35	202	748
161554	35	202	933
161555	35	202	1105
161556	35	202	1302
161557	35	202	1808
161558	35	202	1984
161559	35	202	2013
161560	35	202	2046
161561	35	202	2086
161562	35	202	2591
161563	35	202	2750
161564	35	202	2863
161565	35	202	2880
161566	35	202	3126
161567	35	202	3441
161568	35	202	3483
161569	35	202	3621
161570	35	202	4536
161571	35	202	4733
161572	35	202	4789
161573	35	202	5034
161574	35	202	5566
161575	35	202	5814
161576	35	202	6274
161577	35	202	6442
161578	35	202	6706
161579	35	202	6779
161580	35	202	7171
161581	164	265	6
161582	164	265	448
161583	164	265	614
161584	164	265	662
161585	164	265	712
161586	164	265	730
161587	164	265	895
161588	164	265	1020
161589	164	265	1171
161590	164	265	1311
161591	164	265	1352
161592	164	265	1368
161593	164	265	1397
161594	164	265	1809
161595	164	265	1824
161596	164	265	2014
161597	164	265	2389
161598	164	265	2394
161599	164	265	2918
161600	164	265	3083
161601	164	265	3140
161602	164	265	3437
161603	164	265	3909
161604	164	265	4347
161605	164	265	5062
161606	164	265	5570
161607	164	265	5774
161608	164	265	5844
161609	164	265	5890
161610	164	265	5952
161611	164	265	6129
161612	164	265	6298
161613	164	265	6620
161614	164	265	6636
161615	164	265	7090
161616	164	265	7093
161617	164	265	7241
161618	206	281	123
161619	206	281	337
161620	206	281	615
161621	206	281	810
161622	206	281	915
161623	206	281	1308
161624	206	281	1772
161625	206	281	1838
161626	206	281	2255
161627	206	281	2338
161628	206	281	2723
161629	206	281	2807
161630	206	281	2859
161631	206	281	2892
161632	206	281	2899
161633	206	281	2961
161634	206	281	3006
161635	206	281	3405
161636	206	281	3504
161637	206	281	3711
161638	206	281	3814
161639	206	281	4125
161640	206	281	4276
161641	206	281	4527
161642	206	281	4588
161643	206	281	4841
161644	206	281	4881
161645	206	281	5411
161646	206	281	5462
161647	206	281	5538
161648	206	281	5986
161649	206	281	5988
161650	206	281	6112
161651	206	281	6876
161652	57	138	31
161653	57	138	210
161654	57	138	407
161655	57	138	841
161656	57	138	1134
161657	57	138	1279
161658	57	138	1593
161659	57	138	1608
161660	57	138	1680
161661	57	138	2935
161662	57	138	2956
161663	57	138	2980
161664	57	138	3004
161665	57	138	3217
161666	57	138	3219
161667	57	138	3567
161668	57	138	3623
161669	57	138	3698
161670	57	138	3829
161671	57	138	4250
161672	57	138	4637
161673	57	138	4887
161674	57	138	5077
161675	57	138	5283
161676	57	138	5318
161677	57	138	5430
161678	57	138	5835
161679	57	138	5879
161680	57	138	6252
161681	57	138	6602
161682	57	138	6626
161683	57	138	6670
161684	57	138	7202
161685	48	66	29
161686	48	66	586
161687	48	66	722
161688	48	66	749
161689	48	66	1165
161690	48	66	1178
161691	48	66	1363
161692	48	66	1748
161693	48	66	1779
161694	48	66	1933
161695	48	66	1978
161696	48	66	2174
161697	48	66	2524
161698	48	66	2567
161699	48	66	2736
161700	48	66	2843
161701	48	66	3017
161702	48	66	3035
161703	48	66	3060
161704	48	66	3398
161705	48	66	3587
161706	48	66	3600
161707	48	66	4650
161708	48	66	4665
161709	48	66	4876
161710	48	66	4894
161711	48	66	5917
161712	48	66	6291
161713	48	66	7062
161714	48	66	7247
161715	25	48	61
161716	25	48	402
161717	25	48	422
161718	25	48	531
161719	25	48	1058
161720	25	48	1119
161721	25	48	1165
161722	25	48	1289
161723	25	48	1305
161724	25	48	1424
161725	25	48	1725
161726	25	48	2060
161727	25	48	2103
161728	25	48	2145
161729	25	48	2291
161730	25	48	2738
161731	25	48	2917
161732	25	48	3244
161733	25	48	3368
161734	25	48	4556
161735	25	48	4824
161736	25	48	4916
161737	25	48	4969
161738	25	48	5199
161739	25	48	5718
161740	25	48	5796
161741	25	48	5813
161742	25	48	6126
161743	25	48	6343
161744	25	48	6385
161745	25	48	6549
161746	25	48	7188
161747	35	304	235
161748	35	304	397
161749	35	304	481
161750	35	304	620
161751	35	304	860
161752	35	304	1180
161753	35	304	1297
161754	35	304	1333
161755	35	304	1490
161756	35	304	1518
161757	35	304	1910
161758	35	304	2183
161759	35	304	2448
161760	35	304	2752
161761	35	304	2844
161762	35	304	2919
161763	35	304	2948
161764	35	304	2954
161765	35	304	3043
161766	35	304	3133
161767	35	304	3333
161768	35	304	3396
161769	35	304	3489
161770	35	304	3694
161771	35	304	4180
161772	35	304	4645
161773	35	304	4816
161774	35	304	5174
161775	35	304	5272
161776	35	304	5521
161777	35	304	6096
161778	35	304	6145
161779	35	304	6191
161780	35	304	7287
161781	136	296	401
161782	136	296	417
161783	136	296	689
161784	136	296	1206
161785	136	296	1288
161786	136	296	1303
161787	136	296	1519
161788	136	296	1642
161789	136	296	2136
161790	136	296	2195
161791	136	296	2380
161792	136	296	2383
161793	136	296	2596
161794	136	296	2703
161795	136	296	2802
161796	136	296	2834
161797	136	296	2881
161798	136	296	3031
161799	136	296	3095
161800	136	296	3963
161801	136	296	4052
161802	136	296	4127
161803	136	296	4394
161804	136	296	4824
161805	136	296	5175
161806	136	296	5226
161807	136	296	5403
161808	136	296	6231
161809	136	296	6691
161810	136	296	6694
161811	136	296	6700
161812	136	296	6701
161813	136	296	6954
161814	136	296	7008
161815	136	296	7052
161816	136	296	7066
161817	136	300	58
161818	136	300	204
161819	136	300	420
161820	136	300	484
161821	136	300	506
161822	136	300	673
161823	136	300	714
161824	136	300	961
161825	136	300	1769
161826	136	300	2043
161827	136	300	2652
161828	136	300	2925
161829	136	300	3001
161830	136	300	3002
161831	136	300	3230
161832	136	300	3580
161833	136	300	4153
161834	136	300	4798
161835	136	300	4871
161836	136	300	5126
161837	136	300	5259
161838	136	300	5352
161839	136	300	5449
161840	136	300	5496
161841	136	300	5608
161842	136	300	5617
161843	136	300	5710
161844	136	300	5772
161845	136	300	6244
161846	136	300	6721
161847	136	300	6849
161848	35	117	199
161849	35	117	381
161850	35	117	583
161851	35	117	780
161852	35	117	910
161853	35	117	948
161854	35	117	1173
161855	35	117	1617
161856	35	117	1709
161857	35	117	1929
161858	35	117	1974
161859	35	117	2091
161860	35	117	2119
161861	35	117	2416
161862	35	117	2481
161863	35	117	2554
161864	35	117	2572
161865	35	117	2602
161866	35	117	3015
161867	35	117	3306
161868	35	117	3454
161869	35	117	3773
161870	35	117	3787
161871	35	117	4378
161872	35	117	4519
161873	35	117	4571
161874	35	117	5252
161875	35	117	5862
161876	35	117	5888
161877	35	117	5969
161878	35	117	6069
161879	35	117	6109
161880	35	117	6156
161881	35	117	6174
161882	35	117	6182
161883	35	117	6567
161884	35	117	7244
161885	35	136	172
161886	35	136	380
161887	35	136	391
161888	35	136	441
161889	35	136	549
161890	35	136	846
161891	35	136	900
161892	35	136	1070
161893	35	136	1102
161894	35	136	1180
161895	35	136	1332
161896	35	136	1642
161897	35	136	1658
161898	35	136	1777
161899	35	136	2159
161900	35	136	2308
161901	35	136	2806
161902	35	136	2831
161903	35	136	3464
161904	35	136	3760
161905	35	136	3769
161906	35	136	3816
161907	35	136	3833
161908	35	136	3928
161909	35	136	4051
161910	35	136	4339
161911	35	136	4481
161912	35	136	5545
161913	35	136	5700
161914	35	136	5707
161915	35	136	5972
161916	35	136	7150
161917	35	136	7229
161918	16	175	739
161919	16	175	947
161920	16	175	1334
161921	16	175	1410
161922	16	175	1582
161923	16	175	1987
161924	16	175	2082
161925	16	175	2108
161926	16	175	2214
161927	16	175	2544
161928	16	175	2923
161929	16	175	2928
161930	16	175	2937
161931	16	175	3105
161932	16	175	3457
161933	16	175	4008
161934	16	175	4257
161935	16	175	4275
161936	16	175	4344
161937	16	175	4417
161938	16	175	4429
161939	16	175	4701
161940	16	175	6167
161941	16	175	6234
161942	16	175	6275
161943	16	175	6670
161944	16	175	6812
161945	16	175	6822
161946	16	175	7146
161947	136	304	312
161948	136	304	557
161949	136	304	594
161950	136	304	1174
161951	136	304	1248
161952	136	304	1266
161953	136	304	1500
161954	136	304	1519
161955	136	304	1519
161956	136	304	1781
161957	136	304	2057
161958	136	304	2560
161959	136	304	2574
161960	136	304	2858
161961	136	304	3391
161962	136	304	4322
161963	136	304	4488
161964	136	304	4641
161965	136	304	4871
161966	136	304	5075
161967	136	304	5392
161968	136	304	5479
161969	136	304	5681
161970	136	304	6093
161971	136	304	6105
161972	136	304	6263
161973	136	304	6311
161974	136	304	6339
161975	136	202	41
161976	136	202	535
161977	136	202	650
161978	136	202	784
161979	136	202	1041
161980	136	202	1365
161981	136	202	1720
161982	136	202	1790
161983	136	202	1866
161984	136	202	2282
161985	136	202	2383
161986	136	202	2393
161987	136	202	2396
161988	136	202	2817
161989	136	202	2884
161990	136	202	2890
161991	136	202	3099
161992	136	202	3265
161993	136	202	3301
161994	136	202	3359
161995	136	202	3625
161996	136	202	3759
161997	136	202	3807
161998	136	202	4289
161999	136	202	4316
162000	136	202	4474
162001	136	202	4475
162002	136	202	4489
162003	136	202	4874
162004	136	202	5272
162005	136	202	5454
162006	136	202	6480
162007	136	202	6860
162008	101	121	26
162009	101	121	115
162010	101	121	220
162011	101	121	387
162012	101	121	458
162013	101	121	530
162014	101	121	550
162015	101	121	579
162016	101	121	774
162017	101	121	1295
162018	101	121	1307
162019	101	121	1497
162020	101	121	1506
162021	101	121	1574
162022	101	121	2656
162023	101	121	2680
162024	101	121	2733
162025	101	121	2865
162026	101	121	3258
162027	101	121	4754
162028	101	121	4850
162029	101	121	5091
162030	101	121	5230
162031	101	121	5425
162032	101	121	5439
162033	101	121	5779
162034	101	121	5798
162035	101	121	6097
162036	101	121	6140
162037	101	121	6251
162038	101	121	6581
