	i	j	t
178814	124	149	7172
178815	151	280	742
178816	210	305	7031
178817	25	73	5778
178818	297	310	2506
178819	34	178	691
178820	46	101	1502
178821	47	288	6119
178822	234	257	2924
178823	69	104	2908
178824	46	50	534
178825	27	50	4261
178826	73	216	2709
178827	21	241	430
178828	297	315	749
178829	15	220	1245
178830	101	111	4254
178831	225	305	6392
178832	14	98	313
178833	303	312	129
178834	297	303	414
178835	303	310	4352
178836	25	73	1915
178837	149	154	3994
178838	124	149	5318
178839	151	280	6099
178840	210	305	7062
178841	293	310	1249
178842	297	310	4433
178843	310	312	11
178844	46	101	2955
178845	47	288	2199
178846	203	265	1075
178847	37	147	3500
178848	95	234	2220
178849	69	104	4889
178850	138	152	6378
178851	46	50	11
178852	27	50	6298
178853	73	216	7336
178854	21	241	6389
178855	151	280	1659
178856	303	315	1558
178857	297	315	4405
178858	310	315	1942
178859	15	220	657
178860	55	220	3174
178861	101	111	1544
178862	57	84	286
178863	14	98	5248
178864	297	303	2737
178865	124	149	2900
178866	225	305	4788
178867	210	305	3188
178868	121	265	927
178869	293	310	4824
178870	25	73	4607
178871	292	312	810
178872	169	283	1354
178873	297	310	6081
178874	310	312	2627
178875	46	101	7292
178876	47	288	6093
178877	203	265	2608
178878	37	147	5410
178879	98	132	4191
178880	69	104	3837
178881	46	50	6184
178882	27	50	866
178883	44	50	2767
178884	21	241	4889
178885	297	315	3403
178886	15	220	1003
178887	55	220	5997
178888	101	111	6465
178889	225	305	1626
178890	55	257	1799
178891	74	144	533
178892	14	98	5504
178893	297	303	2726
178894	25	73	1911
178895	149	154	1038
178896	124	149	2086
178897	151	280	2832
178898	210	305	3171
178899	21	263	4723
178900	293	310	7090
178901	23	164	1270
178902	297	310	972
178903	310	312	779
178904	165	254	1500
178905	127	264	2804
178906	98	132	1947
178907	95	234	2899
178908	46	101	2818
178909	69	104	3478
178910	27	50	842
178911	44	50	2065
178912	73	216	6150
178913	21	241	5760
178914	76	218	2014
178915	303	315	2263
178916	297	315	6578
178917	310	315	2576
178918	101	111	6329
178919	74	144	1569
178920	98	132	642
178921	14	98	2571
178922	297	303	2034
178923	25	73	2202
178924	149	154	2339
178925	124	149	1398
178926	210	305	2880
178927	121	203	6022
178928	121	265	1439
178929	169	283	5479
178930	297	310	4426
178931	23	164	6473
178932	127	264	3260
178933	34	178	4904
178934	95	234	3745
178935	46	101	1559
178936	69	104	3444
178937	138	152	2614
178938	44	50	35
178939	27	50	6818
178940	50	101	564
178941	73	216	6203
178942	21	241	39
178943	76	218	5997
178944	303	315	2765
178945	297	315	3507
178946	101	111	2305
178947	13	57	6153
178948	297	303	3266
178949	25	73	351
178950	149	154	4574
178951	124	149	4386
178952	151	280	1994
178953	210	305	4216
178954	21	263	1152
178955	121	203	1486
178956	121	265	2621
178957	293	297	2074
178958	293	310	6790
178959	292	308	1932
178960	297	310	3034
178961	165	254	1501
178962	127	264	1886
178963	98	132	5323
178964	95	234	7164
178965	69	104	3895
178966	44	50	1466
178967	27	50	7193
178968	50	101	4285
178969	21	241	3454
178970	76	218	1184
178971	297	315	1761
178972	299	315	1274
178973	310	315	714
178974	101	111	5839
178975	74	144	1049
178976	57	84	4353
178977	13	57	2245
178978	321	325	3998
178979	293	303	2623
178980	297	303	3993
178981	37	147	1542
178982	37	46	3994
178983	46	101	1923
178984	124	149	6126
178985	149	154	674
178986	210	305	3924
178987	21	263	5833
178988	121	203	7363
178989	121	265	5244
178990	293	297	551
178991	293	310	861
178992	292	308	6365
178993	25	73	4340
178994	74	249	3296
178995	297	310	471
178996	98	132	2927
178997	95	234	96
178998	69	104	1407
178999	44	50	5271
179000	50	101	3415
179001	21	241	752
179002	76	218	6674
179003	101	111	5984
179004	55	257	2336
179005	45	116	1004
179006	57	84	1103
179007	13	57	3109
179008	303	310	4509
179009	149	154	917
179010	151	280	1538
179011	210	305	1793
179012	21	263	6320
179013	121	203	3082
179014	121	265	2728
179015	293	297	4810
179016	25	73	1616
179017	203	265	1526
179018	125	266	4031
179019	165	254	4946
179020	129	135	6681
179021	98	132	5975
179022	95	234	2383
179023	46	101	4908
179024	69	104	1021
179025	27	50	4757
179026	44	50	6849
179027	4	162	6541
179028	21	241	5138
179029	76	218	2997
179030	210	315	1115
179031	101	111	4826
179032	55	257	4751
179033	74	144	1600
179034	144	249	767
179035	57	84	2928
179036	37	147	7086
179037	45	116	2815
179038	116	178	1424
179039	19	120	4731
179040	34	178	6306
179041	151	280	6823
179042	21	263	2222
179043	74	249	4655
179044	293	310	4225
179045	23	164	2850
179046	25	73	6176
179047	127	264	2143
179048	203	265	1659
179049	98	132	1811
179050	91	158	5151
179051	95	234	914
179052	46	101	1263
179053	69	104	6811
179054	44	50	189
179055	4	162	588
179056	21	241	554
179057	57	214	5960
179058	101	111	734
179059	20	55	1433
179060	37	147	151
179061	21	60	3444
179062	124	149	1286
179063	149	154	3465
179064	19	120	6313
179065	74	249	2810
179066	293	310	926
179067	34	178	7228
179068	91	158	4276
179069	25	73	2111
179070	203	265	5584
179071	98	132	1583
179072	95	234	5760
179073	46	101	3870
179074	57	214	6879
179075	4	162	3041
179076	21	241	2886
179077	69	104	6324
179078	297	315	5801
179079	101	111	1810
179080	45	116	1838
179081	37	147	446
179082	98	105	6146
179083	121	203	4004
179084	121	265	193
179085	293	310	4237
179086	25	73	5238
179087	169	283	650
179088	80	93	3493
179089	101	129	1732
179090	98	132	4199
179091	95	234	4019
179092	127	264	1006
179093	46	101	4502
179094	57	214	6636
179095	73	216	1
179096	21	241	6061
179097	76	218	5067
179098	21	218	3512
179099	297	315	2914
179100	101	111	1183
179101	55	95	4415
179102	98	105	2149
179103	4	162	2769
179104	121	265	2879
179105	69	104	5654
179106	293	310	6722
179107	25	73	6770
179108	74	122	5064
179109	127	264	505
179110	98	132	4091
179111	95	234	3451
179112	69	104	1518
179113	50	101	2921
179114	4	162	1509
179115	55	214	4583
179116	297	315	1833
179117	101	111	3521
179118	45	116	3458
179119	116	178	222
179120	98	132	2289
179121	299	303	1314
179122	151	280	2486
179123	121	203	1075
179124	121	265	1942
179125	293	310	1338
179126	25	73	6444
179127	74	122	6605
179128	76	218	4469
179129	125	266	5371
179130	127	264	207
179131	34	178	5084
179132	95	234	6012
179133	57	214	6501
179134	50	101	1167
179135	4	162	2974
179136	69	104	5630
179137	101	111	1582
179138	116	228	7188
179139	116	178	4995
179140	99	116	6212
179141	98	132	2877
179142	20	57	203
179143	151	280	45
179144	73	216	2277
179145	121	265	1840
179146	293	310	1262
179147	25	73	5496
179148	74	122	1069
179149	76	218	436
179150	34	45	6034
179151	101	129	277
179152	95	234	1896
179153	55	213	3458
179154	57	214	4001
179155	73	216	3680
179156	69	104	4640
179157	297	315	1359
179158	15	220	2761
179159	101	111	1054
179160	34	116	1291
179161	20	57	2645
179162	299	303	44
179163	151	280	5608
179164	98	105	262
179165	293	310	6016
179166	23	164	2827
179167	25	73	6653
179168	76	218	1332
179169	80	93	1149
179170	34	178	3456
179171	101	129	5368
179172	95	234	2564
179173	46	101	4443
179174	55	213	1279
179175	69	104	163
179176	73	216	753
179177	76	218	2854
179178	101	111	1439
179179	98	105	6134
179180	116	178	6139
179181	98	132	2752
179182	151	280	2089
179183	4	162	4549
179184	293	310	4971
179185	25	73	1256
179186	74	122	2326
179187	165	254	629
179188	95	234	2714
179189	69	104	1100
179190	138	310	949
179191	98	132	1742
179192	76	218	987
179193	302	303	788
179194	39	109	59
179195	46	111	404
179196	101	111	3439
179197	34	116	6317
179198	116	178	963
179199	57	84	513
179200	20	57	2124
179201	74	144	4436
179202	122	144	58
179203	142	278	4042
179204	151	280	1802
179205	293	310	4566
179206	25	73	2839
179207	165	254	6136
179208	129	135	4534
179209	46	101	53
179210	55	213	4514
179211	69	104	4881
179212	98	132	4536
179213	57	214	5479
179214	297	315	3385
179215	15	220	6684
179216	101	111	2558
179217	74	144	680
179218	297	303	186
179219	34	116	2944
179220	116	178	2396
179221	225	305	6224
179222	293	310	3832
179223	23	164	4970
179224	25	73	789
179225	165	254	4353
179226	129	135	4542
179227	174	288	4332
179228	46	101	2693
179229	69	104	6070
179230	73	216	5796
179231	142	278	2926
179232	15	220	533
179233	101	111	4791
179234	34	116	6320
179235	116	178	3721
179236	99	116	2732
179237	297	303	137
179238	120	162	1582
179239	293	310	2919
179240	45	228	1060
179241	129	135	6114
179242	46	101	6
179243	214	257	4222
179244	4	162	3380
179245	4	120	2652
179246	69	104	6157
179247	15	220	5576
179248	46	111	7274
179249	101	111	1623
179250	225	305	1704
179251	34	116	2707
179252	116	178	5693
179253	40	274	6131
179254	204	285	4788
179255	19	120	4879
179256	34	178	23
179257	151	280	1390
179258	23	164	5371
179259	25	73	3028
179260	45	228	767
179261	165	254	735
179262	47	288	2911
179263	174	288	2011
179264	98	132	432
179265	95	234	6331
179266	46	101	6434
179267	69	104	535
179268	4	162	2428
179269	4	120	4093
179270	297	315	3074
179271	15	220	2304
179272	101	111	1398
179273	34	116	57
179274	40	274	2792
179275	225	305	4278
179276	293	310	6089
179277	23	164	6810
179278	25	73	3308
179279	45	228	3378
179280	165	254	1380
179281	98	132	3085
179282	46	101	3373
179283	69	104	4599
179284	138	152	4521
179285	44	50	7
179286	4	120	1552
179287	214	257	6903
179288	297	315	3405
179289	46	111	2391
179290	101	111	2739
179291	34	116	1116
179292	116	178	3480
179293	40	274	3241
179294	178	228	2089
179295	225	305	3627
179296	293	310	2951
179297	23	164	676
179298	45	228	6145
179299	34	228	87
179300	101	129	3492
179301	47	288	6069
179302	98	132	483
179303	46	101	4673
179304	69	104	4262
179305	44	50	2829
179306	4	120	5848
179307	297	315	955
179308	15	220	5707
179309	101	111	2142
179310	34	116	1288
179311	116	178	1940
179312	98	132	5235
179313	40	274	4731
179314	148	176	2045
179315	225	305	4408
179316	98	105	3913
179317	293	310	1887
179318	23	164	4214
179319	25	73	234
179320	93	253	723
179321	80	253	4282
179322	37	147	761
179323	127	264	491
179324	46	101	1111
179325	69	104	5535
179326	44	50	5214
179327	4	120	3913
179328	214	257	2562
179329	315	321	4782
179330	142	278	744
179331	47	288	4306
179332	46	111	972
179333	101	111	914
179334	34	116	1726
179335	116	178	7077
179336	98	132	4066
179337	40	274	3474
179338	43	147	983
179339	135	147	6258
179340	37	147	1299
179341	148	176	2771
179342	225	305	3709
179343	293	310	1248
179344	25	73	820
179345	165	254	553
179346	46	101	4273
179347	69	104	2787
179348	44	50	143
179349	98	105	7054
179350	6	80	4731
179351	46	111	3609
179352	101	111	780
179353	98	132	5139
179354	34	116	4547
179355	116	178	4751
179356	40	274	7209
179357	43	147	3724
179358	148	176	6523
179359	225	305	2982
179360	315	321	2013
179361	293	310	4782
179362	165	254	6132
179363	127	264	898
179364	40	47	1165
179365	46	101	771
179366	49	102	6253
179367	69	104	304
179368	98	132	2765
179369	315	321	1593
179370	297	315	629
179371	110	172	1296
179372	101	111	7272
179373	34	116	3130
179374	116	178	6076
179375	40	274	3274
179376	43	147	934
179377	16	126	2738
179378	225	305	6506
179379	293	310	4001
179380	25	73	6106
179381	125	266	6127
179382	165	254	5844
179383	127	264	5265
179384	101	129	2614
179385	69	104	1311
179386	139	180	412
179387	96	215	1459
179388	98	132	437
179389	297	315	4692
179390	15	220	2010
179391	101	111	2635
179392	46	50	1792
179393	50	101	886
179394	40	274	2776
179395	29	221	2403
179396	14	98	5830
179397	225	305	1643
179398	293	310	4320
179399	25	73	3345
179400	125	266	2916
179401	45	178	2869
179402	43	147	1264
179403	46	101	868
179404	69	104	1576
179405	46	50	5427
179406	50	101	349
179407	73	216	6521
179408	15	220	6567
179409	55	257	6012
179410	40	274	2521
179411	14	98	5816
179412	14	260	1263
179413	225	305	2673
179414	293	310	6238
179415	23	164	4425
179416	95	234	2203
179417	74	122	2761
179418	169	283	3137
179419	127	264	1489
179420	47	288	6108
179421	98	132	1052
179422	43	147	135
179423	46	101	2943
179424	69	104	6232
179425	46	50	3872
179426	4	19	1587
179427	4	120	5937
179428	178	228	5874
179429	15	220	7154
179430	101	111	160
179431	55	257	2625
179432	20	55	3225
179433	34	116	1722
179434	116	178	47
179435	40	274	4220
179436	14	260	4607
179437	297	303	2913
179438	43	147	4236
179439	225	305	5280
179440	292	308	6606
179441	293	310	3998
179442	74	122	5571
179443	165	254	3036
179444	127	264	55
179445	98	260	2398
179446	98	132	957
179447	80	93	5794
179448	102	104	441
179449	69	104	5469
179450	46	50	5668
179451	50	101	5766
179452	214	257	637
179453	303	315	2412
179454	15	220	3492
179455	101	111	1833
179456	55	257	5236
179457	20	55	4479
179458	45	116	4568
179459	34	116	2900
179460	116	178	2773
179461	40	274	4264
179462	25	221	2993
179463	14	260	1494
179464	297	303	2160
179465	21	60	4235
179466	225	305	4551
179467	293	310	3367
179468	178	228	1056
179469	95	234	1285
179470	174	288	4493
179471	44	46	1
179472	80	253	2550
179473	204	285	5952
179474	127	264	5224
179475	165	254	1320
179476	101	129	1754
179477	80	93	4920
179478	43	147	2768
179479	46	101	916
179480	64	102	7233
179481	102	104	1873
179482	69	104	1269
179483	49	64	4166
179484	46	50	2804
179485	50	101	3610
179486	4	162	1244
179487	76	218	5061
179488	55	257	6748
179489	20	55	4195
179490	101	129	2979
179491	120	162	5960
179492	14	260	163
179493	43	147	621
179494	21	60	1087
179495	148	176	3463
179496	67	128	777
179497	40	274	1792
179498	293	310	4223
179499	178	228	6229
179500	35	123	757
179501	74	122	6356
179502	125	266	274
179503	165	254	2802
179504	127	264	4813
179505	34	178	6660
179506	174	288	3295
179507	44	46	6565
179508	46	101	6254
179509	102	104	5883
179510	69	104	1258
179511	50	101	5049
179512	4	19	1298
179513	4	162	6779
179514	76	218	5331
179515	303	315	6864
179516	297	315	70
179517	15	220	1710
179518	101	111	5008
179519	9	61	2971
179520	34	116	6145
179521	98	132	5254
179522	13	94	2103
179523	303	306	4661
179524	297	303	3379
179525	21	60	1857
179526	124	149	1105
179527	293	310	4390
179528	23	164	1150
179529	178	228	2332
179530	44	46	1173
179531	125	266	223
179532	127	264	1968
179533	84	94	6030
179534	110	172	1020
179535	43	147	5819
179536	69	104	2904
179537	50	101	354
179538	4	162	3322
179539	178	228	6445
179540	297	315	1338
179541	15	220	1932
179542	101	111	2872
179543	9	61	5176
179544	116	178	512
179545	98	132	1382
179546	132	135	4386
179547	40	274	2352
179548	21	60	912
179549	225	305	2812
179550	73	216	922
179551	57	95	1552
179552	293	310	1286
179553	23	164	2696
179554	43	147	2056
179555	74	122	99
179556	165	254	4398
179557	84	94	3050
179558	37	46	3648
179559	44	46	4819
179560	69	104	702
179561	50	101	3145
179562	208	216	1271
179563	315	321	4473
179564	15	220	2588
179565	101	111	4741
179566	110	115	6594
179567	9	61	4544
179568	34	116	1548
179569	57	95	5225
179570	303	306	399
179571	21	60	3239
179572	225	305	973
179573	4	162	4182
179574	40	274	2713
179575	293	310	1226
179576	43	147	566
179577	35	123	4299
179578	210	297	3908
179579	204	285	4083
179580	165	254	563
179581	84	94	145
179582	44	46	1609
179583	98	132	416
179584	40	47	4006
179585	69	104	2089
179586	208	216	5232
179587	76	218	2898
179588	302	310	6183
179589	15	220	3634
179590	101	111	5363
179591	9	61	5405
179592	45	116	1696
179593	34	116	20
179594	98	132	2995
179595	76	221	2367
179596	303	306	6154
179597	21	60	5771
179598	148	176	23
179599	4	162	4539
179600	315	321	5992
179601	293	310	4383
179602	34	228	4317
179603	178	228	3997
179604	297	310	2382
179605	204	285	6035
179606	165	254	4742
179607	129	135	139
179608	84	94	5448
179609	43	147	5730
179610	44	46	1261
179611	69	104	3467
179612	50	101	4370
179613	208	216	492
179614	76	218	3636
179615	315	321	954
179616	101	111	1053
179617	3	123	5788
179618	9	61	5483
179619	45	116	6305
179620	34	116	946
179621	98	132	2752
179622	57	95	4700
179623	76	221	3783
179624	13	94	394
179625	174	288	315
179626	303	306	35
179627	37	147	5744
179628	120	162	2610
179629	148	176	653
179630	225	305	4597
179631	25	73	5913
179632	295	310	2354
179633	34	228	1366
179634	297	302	5634
179635	204	285	88
179636	165	254	6172
179637	34	178	2943
179638	129	135	4047
179639	84	94	2874
179640	44	46	2908
179641	100	236	2213
179642	69	104	7053
179643	9	61	1186
179644	50	101	3754
179645	84	94	5206
179646	13	94	3152
179647	208	216	441
179648	241	276	5281
179649	76	218	3512
179650	15	220	3291
179651	101	111	759
179652	129	135	3860
179653	101	129	2392
179654	34	116	6495
179655	98	132	1838
179656	57	95	34
179657	299	303	6196
179658	4	162	3422
179659	120	162	651
179660	263	276	2901
179661	148	176	4675
179662	161	246	110
179663	4	19	5892
179664	225	305	6316
179665	4	120	1064
179666	293	297	3646
179667	25	73	2454
179668	35	123	6082
179669	204	285	434
179670	165	254	6184
179671	34	178	3508
179672	44	46	4333
179673	69	104	3015
179674	50	101	1789
179675	4	162	3558
179676	4	120	2005
179677	302	323	2781
179678	295	302	959
179679	302	312	1265
179680	101	111	5303
179681	20	55	6346
179682	9	61	2838
179683	129	135	7086
179684	34	116	4175
179685	116	228	2992
179686	76	218	2766
179687	13	94	5880
179688	13	84	3806
179689	161	246	1923
179690	225	305	47
179691	210	305	4352
179692	208	216	208
179693	293	297	1721
179694	293	310	390
179695	35	123	501
179696	297	315	2746
179697	297	299	780
179698	297	310	6511
179699	165	254	7206
179700	84	94	1594
179701	44	46	3795
179702	98	132	1125
179703	69	104	2161
179704	50	101	5264
179705	4	120	3362
179706	297	315	2010
179707	299	315	2272
179708	15	220	5653
179709	101	111	2112
179710	35	123	36
179711	20	55	2814
179712	115	181	855
179713	9	61	1194
179714	34	116	3821
179715	116	178	5178
179716	98	132	5515
179717	13	94	4018
179718	297	303	50
179719	299	303	6620
179720	225	305	2965
179721	208	216	6033
179722	226	280	1252
179723	178	228	4215
179724	297	299	7198
179725	125	266	4720
179726	165	254	4524
179727	129	135	1202
179728	84	94	2880
179729	44	46	2081
179730	69	104	5641
179731	139	180	4540
179732	165	254	6113
179733	208	216	105
179734	310	315	798
179735	101	111	1054
179736	50	101	2932
179737	9	61	7127
179738	34	116	1153
179739	116	228	344
179740	116	178	2955
179741	98	132	6253
179742	76	221	2257
179743	13	94	903
179744	13	84	1307
179745	297	303	4039
179746	302	303	2679
179747	46	135	906
179748	44	46	3047
179749	225	305	3102
179750	210	305	6454
179751	120	162	5455
179752	293	297	5802
179753	293	310	3653
179754	23	164	3632
179755	74	180	4260
179756	297	299	4894
179757	202	300	6601
179758	34	45	4203
179759	34	178	1029
179760	129	135	5842
179761	84	94	1007
179762	47	288	6539
179763	174	288	1005
179764	45	99	4887
179765	69	104	6213
179766	139	180	3781
179767	208	216	3101
179768	76	218	5467
179769	302	303	983
179770	110	181	3273
179771	111	135	2002
179772	101	111	3852
179773	4	120	1572
179774	9	61	5199
179775	45	116	4274
179776	177	247	5634
179777	13	94	4806
179778	225	305	5958
179779	210	305	4863
179780	20	257	811
179781	120	162	4977
179782	293	297	2662
179783	293	310	4793
179784	212	280	4842
179785	295	310	1720
179786	310	323	1567
179787	165	254	26
179788	34	45	537
179789	84	94	549
179790	47	288	526
179791	98	132	2884
179792	69	104	3004
179793	120	139	2540
179794	202	300	6606
179795	208	216	728
179796	208	218	1513
179797	110	181	5422
179798	20	55	6046
179799	115	172	4608
179800	14	260	1810
179801	210	305	4639
179802	67	180	4554
179803	22	160	2299
179804	293	310	1051
179805	297	299	1295
179806	165	254	225
179807	129	135	2892
179808	84	94	1524
179809	47	288	5142
179810	98	132	6314
179811	43	135	4310
179812	69	104	4886
179813	45	139	692
179814	139	228	4619
179815	165	254	5237
179816	208	216	383
179817	208	218	3863
179818	302	303	2912
179819	110	181	2113
179820	101	111	1210
179821	225	305	1813
179822	20	55	3125
179823	46	50	2144
179824	27	50	6563
179825	9	61	5994
179826	45	116	1095
179827	13	94	1030
179828	14	98	4542
179829	14	260	3356
179830	64	137	24
179831	25	66	1923
179832	210	305	1860
179833	67	180	4317
179834	309	317	6326
179835	125	266	1929
179836	310	317	1655
179837	202	300	1165
179838	129	135	2933
179839	84	94	4384
179840	98	132	2912
179841	95	234	2823
179842	44	46	894
179843	69	104	1019
179844	9	61	2036
179845	27	50	2923
179846	50	101	4573
179847	208	216	6658
179848	73	216	5255
179849	241	276	1322
179850	208	218	2380
179851	101	111	6291
179852	225	305	775
179853	177	247	978
179854	13	94	5279
179855	14	98	4817
179856	14	260	1862
179857	293	303	4564
179858	37	147	2
179859	64	137	3751
179860	25	66	1816
179861	210	305	4408
179862	20	257	1024
179863	293	299	1917
179864	293	310	5082
179865	165	254	5442
179866	129	135	2435
179867	84	94	2916
179868	32	202	7
179869	136	172	1018
179870	98	132	682
179871	69	104	1435
179872	27	50	6158
179873	208	216	2985
179874	241	276	5322
179875	295	323	1839
179876	297	315	2535
179877	101	111	480
179878	20	55	1481
179879	98	132	798
179880	40	274	2332
179881	12	95	1767
179882	13	94	3363
179883	14	98	1487
179884	14	260	211
179885	297	303	5823
179886	37	147	5513
179887	25	66	2890
179888	210	305	1430
179889	23	164	5458
179890	74	180	2860
179891	74	178	1484
179892	75	95	4137
179893	208	218	5913
179894	165	254	5952
179895	32	202	1468
179896	310	317	190
179897	84	94	4599
179898	183	202	2925
179899	102	108	3505
179900	69	104	1242
179901	165	254	6187
179902	4	183	1802
179903	241	276	5772
179904	208	218	3177
179905	297	315	3298
179906	299	315	974
179907	110	181	5288
179908	110	172	1035
179909	101	111	2962
179910	13	94	4381
179911	14	98	1193
179912	14	260	5587
179913	297	303	902
179914	303	310	4323
179915	37	147	1570
179916	305	321	5621
179917	210	305	1938
179918	305	312	3163
179919	208	216	320
179920	297	306	867
179921	295	323	6470
179922	75	95	1831
179923	297	310	4888
179924	202	300	641
179925	129	135	2387
179926	84	94	6
179927	32	202	2508
179928	98	132	2743
179929	102	108	402
179930	69	104	931
179931	46	50	1534
179932	27	50	263
179933	165	254	2110
179934	241	276	2831
179935	297	302	6310
179936	110	181	1049
179937	101	111	1738
179938	40	274	6758
179939	13	94	6652
179940	14	98	4189
179941	14	260	1543
179942	297	303	219
179943	37	147	5342
179944	225	259	3342
179945	305	312	552
179946	22	160	520
179947	293	310	4482
179948	180	228	4576
179949	297	310	874
179950	202	300	532
179951	84	94	1772
179952	98	132	27
179953	102	108	3198
179954	69	104	2327
179955	46	50	6632
179956	27	50	2409
179957	241	276	1551
179958	295	323	4330
179959	310	315	1104
179960	110	181	4250
179961	110	172	1261
179962	101	111	911
179963	40	274	1700
179964	13	94	4592
179965	14	260	1624
179966	37	147	3088
179967	293	305	4537
179968	305	310	2246
179969	307	317	5849
179970	259	293	5281
179971	293	310	2746
179972	180	228	2781
179973	45	74	2559
179974	74	180	3856
179975	202	300	1922
179976	84	94	65
179977	98	260	1419
179978	98	132	2267
179979	102	108	6466
179980	69	104	4536
179981	139	144	3042
179982	28	139	5089
179983	202	300	4452
179984	98	105	5836
179985	14	105	4884
179986	241	276	391
179987	295	323	2963
179988	110	181	3417
179989	110	172	6120
179990	101	111	2222
179991	46	50	6123
179992	33	116	6011
179993	40	274	5235
179994	76	218	6469
179995	13	94	6141
179996	14	98	5209
179997	15	220	4661
179998	210	225	1269
179999	225	305	1473
180000	20	257	1688
180001	120	180	342
180002	120	228	2538
180003	307	317	6199
180004	293	310	179
180005	125	266	2412
180006	165	254	6488
180007	200	202	1144
180008	84	94	4204
180009	98	260	2257
180010	98	132	3461
180011	44	46	140
180012	69	104	488
180013	46	50	4048
180014	4	200	6366
180015	4	236	405
180016	4	100	1591
180017	241	276	2393
180018	295	323	5916
180019	306	315	5262
180020	110	181	4884
180021	110	172	2854
180022	101	111	1162
180023	33	116	6205
180024	40	274	3250
180025	13	94	2941
180026	14	105	1632
180027	14	98	6116
180028	148	176	5137
180029	31	277	6073
180030	20	257	6192
180031	98	105	2421
180032	307	317	3900
180033	293	310	5738
180034	23	164	6710
180035	180	228	3251
180036	125	266	1902
180037	76	218	3634
180038	165	254	7207
180039	84	94	208
180040	132	260	3840
180041	98	260	2937
180042	98	132	3832
180043	44	46	3124
180044	102	108	1440
180045	213	257	3267
180046	69	104	3481
180047	46	50	3825
180048	4	31	1058
180049	4	277	3516
180050	4	100	2354
180051	241	276	2425
180052	295	323	5306
180053	302	312	1982
180054	15	220	551
180055	101	111	5018
180056	40	274	2772
180057	76	221	6473
180058	13	94	3412
180059	14	105	6679
180060	14	98	186
180061	292	308	3371
180062	98	105	2385
180063	306	315	3577
180064	88	249	2297
180065	74	249	4292
180066	228	249	798
180067	99	249	2708
180068	307	317	6136
180069	293	310	330
180070	23	164	2485
180071	259	305	6489
180072	165	254	1245
180073	110	181	1322
180074	172	181	537
180075	84	94	1948
180076	98	260	2832
180077	45	180	823
180078	46	101	426
180079	102	108	1870
180080	69	104	5763
180081	139	144	4845
180082	28	139	2820
180083	4	31	304
180084	4	277	1336
180085	4	100	1221
180086	4	30	206
180087	241	276	2695
180088	295	323	1672
180089	110	181	1461
180090	46	111	3999
180091	101	111	4278
180092	225	305	5397
180093	55	257	6119
180094	46	50	2022
180095	13	94	7211
180096	14	105	3948
180097	14	98	883
180098	14	260	5409
180099	15	220	928
180100	25	66	1266
180101	210	305	6368
180102	259	305	4492
180103	98	105	3224
180104	74	249	6635
180105	228	249	941
180106	307	317	5613
180107	293	310	3587
180108	23	164	203
180109	32	202	5943
180110	202	300	6354
180111	129	135	3004
180112	84	94	4783
180113	210	259	4525
180114	37	147	2771
180115	98	260	87
180116	98	132	4257
180117	46	101	6580
180118	69	104	629
180119	104	108	5883
180120	49	137	5112
180121	46	50	3249
180122	4	31	2708
180123	4	277	4457
180124	241	276	1326
180125	46	111	2686
180126	101	111	5144
180127	225	305	4757
180128	40	274	4465
180129	76	221	382
180130	13	94	108
180131	14	98	5491
180132	14	260	5688
180133	31	277	4273
180134	25	66	2001
180135	74	249	1088
180136	228	249	6868
180137	99	249	4642
180138	307	317	774
180139	293	310	1076
180140	23	164	6837
180141	87	157	6122
180142	74	228	5041
180143	106	171	4408
180144	45	74	4894
180145	74	99	2210
180146	32	202	1302
180147	129	135	270
180148	84	94	5364
180149	98	132	5618
180150	46	101	4397
180151	102	243	1933
180152	102	137	4675
180153	5	102	2401
180154	69	104	439
180155	46	50	2772
180156	27	50	962
180157	4	31	3423
180158	4	236	5093
180159	4	277	1629
180160	241	276	5824
180161	295	323	3223
180162	5	243	208
180163	297	315	301
180164	137	243	85
180165	101	111	3273
180166	129	135	73
180167	120	162	799
180168	13	94	4785
180169	14	98	1288
180170	25	66	3499
180171	74	249	945
180172	228	249	721
180173	293	310	791
180174	23	164	6154
180175	106	171	4341
180176	35	123	2890
180177	45	74	4271
180178	125	266	2710
180179	127	264	1610
180180	202	300	2881
180181	180	201	5074
180182	84	94	4649
180183	174	288	4816
180184	98	260	1027
180185	98	132	7122
180186	46	101	3602
180187	102	243	2897
180188	102	137	5310
180189	69	104	3457
180190	104	108	4817
180191	46	50	3532
180192	25	66	5179
180193	51	275	1593
180194	4	31	3866
180195	4	236	5019
180196	4	277	1883
180197	241	276	3382
180198	5	243	2727
180199	5	137	5183
180200	297	315	2875
180201	137	243	26
180202	101	111	800
180203	110	115	2112
180204	40	274	2852
180205	14	98	2751
180206	31	277	4208
180207	225	305	4614
180208	210	305	6517
180209	120	162	6582
180210	74	249	1719
180211	293	310	6155
180212	25	73	573
180213	295	323	205
180214	46	101	3645
180215	32	202	4827
180216	202	300	1777
180217	129	135	6092
180218	180	201	4576
180219	84	94	207
180220	172	181	2948
180221	102	243	6337
180222	102	137	6451
180223	69	104	1175
180224	46	50	5243
180225	27	50	1336
180226	50	101	1269
180227	4	31	2718
180228	295	323	198
180229	137	243	404
180230	65	190	1439
180231	225	305	2383
180232	110	115	1079
180233	14	260	7159
180234	31	277	682
180235	88	178	783
180236	25	66	2921
